op,algo,N,block,msg_size,round,us_per_op
sign,mldsa-65,30,1000,1048576,0,2269.28
sign,mldsa-65,30,1000,1048576,1,2273.84
sign,mldsa-65,30,1000,1048576,2,2273.89
sign,mldsa-65,30,1000,1048576,3,2274.78
sign,mldsa-65,30,1000,1048576,4,2274.85
sign,mldsa-65,30,1000,1048576,5,2275.29
sign,mldsa-65,30,1000,1048576,6,2275.55
sign,mldsa-65,30,1000,1048576,7,2275.68
sign,mldsa-65,30,1000,1048576,8,2276
sign,mldsa-65,30,1000,1048576,9,2277.27
sign,mldsa-65,30,1000,1048576,10,2277.31
sign,mldsa-65,30,1000,1048576,11,2277.69
sign,mldsa-65,30,1000,1048576,12,2277.72
sign,mldsa-65,30,1000,1048576,13,2277.82
sign,mldsa-65,30,1000,1048576,14,2278.45
sign,mldsa-65,30,1000,1048576,15,2279.12
sign,mldsa-65,30,1000,1048576,16,2279.2
sign,mldsa-65,30,1000,1048576,17,2279.23
sign,mldsa-65,30,1000,1048576,18,2279.56
sign,mldsa-65,30,1000,1048576,19,2279.82
sign,mldsa-65,30,1000,1048576,20,2279.87
sign,mldsa-65,30,1000,1048576,21,2279.95
sign,mldsa-65,30,1000,1048576,22,2280.62
sign,mldsa-65,30,1000,1048576,23,2284.18
sign,mldsa-65,30,1000,1048576,24,2284.38
sign,mldsa-65,30,1000,1048576,25,2288.09
sign,mldsa-65,30,1000,1048576,26,2288.52
sign,mldsa-65,30,1000,1048576,27,2295.6
sign,mldsa-65,30,1000,1048576,28,2326.87
sign,mldsa-65,30,1000,1048576,29,2334.12
# summary,mean,2282.49,median,2279.12,sd,14.0373,ci95_lo,2277.46,ci95_hi,2287.51
