op,algo,N,block,msg_size,round,us_per_op
sign,mldsa-44,30,1000,1048576,0,2191.83
sign,mldsa-44,30,1000,1048576,1,2195.58
sign,mldsa-44,30,1000,1048576,2,2195.77
sign,mldsa-44,30,1000,1048576,3,2196.56
sign,mldsa-44,30,1000,1048576,4,2197.09
sign,mldsa-44,30,1000,1048576,5,2199.43
sign,mldsa-44,30,1000,1048576,6,2199.72
sign,mldsa-44,30,1000,1048576,7,2201.22
sign,mldsa-44,30,1000,1048576,8,2207.72
sign,mldsa-44,30,1000,1048576,9,2210.19
sign,mldsa-44,30,1000,1048576,10,2210.72
sign,mldsa-44,30,1000,1048576,11,2211.93
sign,mldsa-44,30,1000,1048576,12,2213.96
sign,mldsa-44,30,1000,1048576,13,2214.13
sign,mldsa-44,30,1000,1048576,14,2214.66
sign,mldsa-44,30,1000,1048576,15,2215.91
sign,mldsa-44,30,1000,1048576,16,2216.23
sign,mldsa-44,30,1000,1048576,17,2219.42
sign,mldsa-44,30,1000,1048576,18,2220.08
sign,mldsa-44,30,1000,1048576,19,2220.49
sign,mldsa-44,30,1000,1048576,20,2225.75
sign,mldsa-44,30,1000,1048576,21,2234.78
sign,mldsa-44,30,1000,1048576,22,2277.79
sign,mldsa-44,30,1000,1048576,23,2278.31
sign,mldsa-44,30,1000,1048576,24,2278.57
sign,mldsa-44,30,1000,1048576,25,2279.81
sign,mldsa-44,30,1000,1048576,26,2279.97
sign,mldsa-44,30,1000,1048576,27,2282.7
sign,mldsa-44,30,1000,1048576,28,2292.31
sign,mldsa-44,30,1000,1048576,29,2342.34
# summary,mean,2230.83,median,2215.91,sd,38.4932,ci95_lo,2217.06,ci95_hi,2244.61
