op,algo,N,block,msg_size,round,us_per_op
verify,mldsa-65,30,1000,1048576,0,2194.97
verify,mldsa-65,30,1000,1048576,1,2198.31
verify,mldsa-65,30,1000,1048576,2,2200.27
verify,mldsa-65,30,1000,1048576,3,2201.33
verify,mldsa-65,30,1000,1048576,4,2201.9
verify,mldsa-65,30,1000,1048576,5,2203.75
verify,mldsa-65,30,1000,1048576,6,2204.67
verify,mldsa-65,30,1000,1048576,7,2205.8
verify,mldsa-65,30,1000,1048576,8,2205.96
verify,mldsa-65,30,1000,1048576,9,2206
verify,mldsa-65,30,1000,1048576,10,2206.6
verify,mldsa-65,30,1000,1048576,11,2207.11
verify,mldsa-65,30,1000,1048576,12,2207.22
verify,mldsa-65,30,1000,1048576,13,2207.56
verify,mldsa-65,30,1000,1048576,14,2207.9
verify,mldsa-65,30,1000,1048576,15,2208.13
verify,mldsa-65,30,1000,1048576,16,2208.26
verify,mldsa-65,30,1000,1048576,17,2208.63
verify,mldsa-65,30,1000,1048576,18,2210
verify,mldsa-65,30,1000,1048576,19,2210.34
verify,mldsa-65,30,1000,1048576,20,2211.01
verify,mldsa-65,30,1000,1048576,21,2212.19
verify,mldsa-65,30,1000,1048576,22,2212.45
verify,mldsa-65,30,1000,1048576,23,2213.98
verify,mldsa-65,30,1000,1048576,24,2214.04
verify,mldsa-65,30,1000,1048576,25,2215.4
verify,mldsa-65,30,1000,1048576,26,2216.7
verify,mldsa-65,30,1000,1048576,27,2221.6
verify,mldsa-65,30,1000,1048576,28,2323.78
verify,mldsa-65,30,1000,1048576,29,2330.87
# summary,mean,2215.89,median,2208.13,sd,30.8104,ci95_lo,2204.87,ci95_hi,2226.92
