op,algo,N,block,msg_size,round,us_per_op
keygen,mldsa-65,30,1000,1024,0,69.3854
keygen,mldsa-65,30,1000,1024,1,69.6408
keygen,mldsa-65,30,1000,1024,2,69.6647
keygen,mldsa-65,30,1000,1024,3,69.6852
keygen,mldsa-65,30,1000,1024,4,69.7196
keygen,mldsa-65,30,1000,1024,5,69.7545
keygen,mldsa-65,30,1000,1024,6,69.7798
keygen,mldsa-65,30,1000,1024,7,69.7809
keygen,mldsa-65,30,1000,1024,8,69.8551
keygen,mldsa-65,30,1000,1024,9,69.9565
keygen,mldsa-65,30,1000,1024,10,70.1759
keygen,mldsa-65,30,1000,1024,11,70.5144
keygen,mldsa-65,30,1000,1024,12,70.8813
keygen,mldsa-65,30,1000,1024,13,71.0632
keygen,mldsa-65,30,1000,1024,14,71.3582
keygen,mldsa-65,30,1000,1024,15,71.4655
keygen,mldsa-65,30,1000,1024,16,71.515
keygen,mldsa-65,30,1000,1024,17,71.6119
keygen,mldsa-65,30,1000,1024,18,71.6231
keygen,mldsa-65,30,1000,1024,19,71.7099
keygen,mldsa-65,30,1000,1024,20,71.7346
keygen,mldsa-65,30,1000,1024,21,71.759
keygen,mldsa-65,30,1000,1024,22,71.8162
keygen,mldsa-65,30,1000,1024,23,71.9609
keygen,mldsa-65,30,1000,1024,24,72.1038
keygen,mldsa-65,30,1000,1024,25,72.1283
keygen,mldsa-65,30,1000,1024,26,73.3038
keygen,mldsa-65,30,1000,1024,27,74.3922
keygen,mldsa-65,30,1000,1024,28,76.9008
keygen,mldsa-65,30,1000,1024,29,77.6833
# summary,mean,71.4308,median,71.4655,sd,1.99371,ci95_lo,70.7174,ci95_hi,72.1442
