op,algo,N,block,msg_size,round,us_per_op
verify,mldsa-44,30,1000,8388608,0,17502.2
verify,mldsa-44,30,1000,8388608,1,17519.8
verify,mldsa-44,30,1000,8388608,2,17522.2
verify,mldsa-44,30,1000,8388608,3,17532.6
verify,mldsa-44,30,1000,8388608,4,17540.9
verify,mldsa-44,30,1000,8388608,5,17545.6
verify,mldsa-44,30,1000,8388608,6,17569.6
verify,mldsa-44,30,1000,8388608,7,17570.1
verify,mldsa-44,30,1000,8388608,8,17587.2
verify,mldsa-44,30,1000,8388608,9,17591.6
verify,mldsa-44,30,1000,8388608,10,17598.7
verify,mldsa-44,30,1000,8388608,11,17615.4
verify,mldsa-44,30,1000,8388608,12,17670.3
verify,mldsa-44,30,1000,8388608,13,17844.8
verify,mldsa-44,30,1000,8388608,14,18009.6
verify,mldsa-44,30,1000,8388608,15,18023.5
verify,mldsa-44,30,1000,8388608,16,18034.1
verify,mldsa-44,30,1000,8388608,17,18037.3
verify,mldsa-44,30,1000,8388608,18,18041
verify,mldsa-44,30,1000,8388608,19,18055.3
verify,mldsa-44,30,1000,8388608,20,18060.6
verify,mldsa-44,30,1000,8388608,21,18064.8
verify,mldsa-44,30,1000,8388608,22,18071.3
verify,mldsa-44,30,1000,8388608,23,18084.4
verify,mldsa-44,30,1000,8388608,24,18115.4
verify,mldsa-44,30,1000,8388608,25,18117.6
verify,mldsa-44,30,1000,8388608,26,18121.7
verify,mldsa-44,30,1000,8388608,27,18131
verify,mldsa-44,30,1000,8388608,28,18138.2
verify,mldsa-44,30,1000,8388608,29,18160.4
# summary,mean,17849.2,median,18023.5,sd,258.74,ci95_lo,17756.7,ci95_hi,17941.8
