op,algo,N,block,msg_size,round,us_per_op
verify,mldsa-44,30,1000,1024,0,28.268
verify,mldsa-44,30,1000,1024,1,28.3074
verify,mldsa-44,30,1000,1024,2,28.3186
verify,mldsa-44,30,1000,1024,3,28.3535
verify,mldsa-44,30,1000,1024,4,28.3874
verify,mldsa-44,30,1000,1024,5,28.3983
verify,mldsa-44,30,1000,1024,6,28.4128
verify,mldsa-44,30,1000,1024,7,28.4236
verify,mldsa-44,30,1000,1024,8,28.4319
verify,mldsa-44,30,1000,1024,9,28.4344
verify,mldsa-44,30,1000,1024,10,28.4412
verify,mldsa-44,30,1000,1024,11,28.4413
verify,mldsa-44,30,1000,1024,12,28.4478
verify,mldsa-44,30,1000,1024,13,28.4597
verify,mldsa-44,30,1000,1024,14,28.4613
verify,mldsa-44,30,1000,1024,15,28.4646
verify,mldsa-44,30,1000,1024,16,28.4658
verify,mldsa-44,30,1000,1024,17,28.4715
verify,mldsa-44,30,1000,1024,18,28.4782
verify,mldsa-44,30,1000,1024,19,28.482
verify,mldsa-44,30,1000,1024,20,28.4865
verify,mldsa-44,30,1000,1024,21,28.4869
verify,mldsa-44,30,1000,1024,22,28.4902
verify,mldsa-44,30,1000,1024,23,28.4969
verify,mldsa-44,30,1000,1024,24,28.5068
verify,mldsa-44,30,1000,1024,25,28.523
verify,mldsa-44,30,1000,1024,26,28.5357
verify,mldsa-44,30,1000,1024,27,28.5747
verify,mldsa-44,30,1000,1024,28,28.5907
verify,mldsa-44,30,1000,1024,29,28.6095
# summary,mean,28.455,median,28.4646,sd,0.0776402,ci95_lo,28.4272,ci95_hi,28.4828
